# lon lat uLOS sigLOS losE losN losU
85.70708000 27.85958300 0.16763664 0.05156520 0.64360000 -0.11518000 0.75664000
85.70708000 27.83458300 0.30574786 0.05766238 0.64327000 -0.11517000 0.75693000
85.67542000 27.88541700 -0.05428379 0.05054130 0.64669000 -0.11551000 0.75396000
85.67542000 27.91041700 -0.15838158 0.04703254 0.64699000 -0.11554000 0.75370000
85.70708000 27.91041700 -0.08146007 0.04566163 0.64530000 -0.11540000 0.75516000
85.70708000 27.88541700 0.02956215 0.04885508 0.64452000 -0.11530000 0.75584000
85.73875000 27.88541700 0.15247095 0.05342717 0.64131000 -0.11491000 0.75863000
85.73875000 27.91041700 0.07419125 0.06422334 0.64216000 -0.11500000 0.75790000
85.77042000 27.90958300 0.24211264 0.06227178 0.63886000 -0.11458000 0.76074000
85.77042000 27.88541700 0.29107025 0.02922864 0.63854000 -0.11457000 0.76101000
85.75458000 27.84708300 0.28326541 0.03016827 0.63925000 -0.11468000 0.76040000
85.67542000 27.73291700 0.96955524 0.04674504 0.64344000 -0.11518000 0.75678000
85.67542000 27.75791700 0.88751678 0.05309931 0.64382000 -0.11521000 0.75645000
85.70708000 27.75791700 0.75599628 0.06928804 0.64158000 -0.11498000 0.75839000
85.70708000 27.73291700 0.84453546 0.04384545 0.64122000 -0.11496000 0.75870000
85.67542000 27.78375000 0.71913025 0.06412825 0.64429000 -0.11525000 0.75604000
85.67542000 27.80875000 0.55130914 0.07256227 0.64486000 -0.11532000 0.75555000
85.70708000 27.80875000 0.48334824 0.07755342 0.64251000 -0.11506000 0.75759000
85.70708000 27.78375000 0.61459937 0.04000103 0.64218000 -0.11504000 0.75788000
85.73875000 27.78375000 0.51361340 0.03713290 0.63933000 -0.11470000 0.76033000
85.73875000 27.80875000 0.40555145 0.05845413 0.63988000 -0.11474000 0.75986000
85.77042000 27.80875000 0.29082379 0.03785269 0.63699000 -0.11439000 0.76234000
85.77042000 27.78375000 0.38337024 0.05178787 0.63676000 -0.11441000 0.76253000
85.73875000 27.73291700 0.74273431 0.05044621 0.63887000 -0.11469000 0.76072000
85.73875000 27.75791700 0.62662280 0.05929133 0.63909000 -0.11470000 0.76053000
85.77042000 27.75791700 0.50243838 0.06737714 0.63620000 -0.11433000 0.76301000
85.77042000 27.73291700 0.61413586 0.08003070 0.63587000 -0.11432000 0.76328000
85.56375000 27.94875000 -0.28587051 0.06170590 0.65621000 -0.11651000 0.74553000
85.56375000 27.99958300 -0.40061408 0.05052688 0.65764000 -0.11669000 0.74424000
85.62708000 27.99875000 -0.33830270 0.06818681 0.65214000 -0.11604000 0.74917000
85.62708000 27.94875000 -0.29247931 0.03537193 0.65134000 -0.11599000 0.74987000
85.56375000 28.05041700 -0.51101892 0.04691037 0.65887000 -0.11682000 0.74313000
85.56375000 28.10041700 -0.55941943 0.03062505 0.66003000 -0.11694000 0.74208000
85.62708000 28.10041700 -0.49676849 0.02146222 0.65544000 -0.11647000 0.74621000
85.62708000 28.05041700 -0.41985968 0.03697909 0.65350000 -0.11621000 0.74795000
85.69125000 28.05041700 -0.34712051 0.05245131 0.64915000 -0.11578000 0.75180000
85.69125000 28.10041700 -0.46702405 0.03568634 0.65006000 -0.11587000 0.75100000
85.75458000 28.09958300 -0.41361328 0.03826614 0.64493000 -0.11530000 0.75549000
85.73875000 28.03791700 -0.26970282 0.04411814 0.64492000 -0.11530000 0.75550000
85.73875000 28.06291700 -0.34919348 0.02634454 0.64517000 -0.11532000 0.75528000
85.77042000 28.06291700 -0.31329495 0.06170592 0.64277000 -0.11506000 0.75737000
85.77042000 28.03791700 -0.19371542 0.02647846 0.64174000 -0.11491000 0.75826000
85.69125000 27.94875000 -0.20310291 0.06435640 0.64669000 -0.11550000 0.75396000
85.69125000 27.99958300 -0.22346225 0.04196956 0.64751000 -0.11556000 0.75324000
85.73875000 27.98708300 -0.13588472 0.03411607 0.64419000 -0.11525000 0.75613000
85.73875000 28.01208300 -0.17454967 0.02998001 0.64434000 -0.11525000 0.75600000
85.77042000 28.01375000 -0.09540922 0.03909984 0.64127000 -0.11485000 0.75867000
85.77042000 27.98625000 -0.00650320 0.04616281 0.64102000 -0.11487000 0.75888000
85.73875000 27.93625000 -0.00791311 0.07648090 0.64274000 -0.11507000 0.75740000
85.73875000 27.96125000 -0.07580910 0.05084666 0.64365000 -0.11520000 0.75660000
85.76958000 27.96041700 0.04890276 0.06658847 0.64083000 -0.11486000 0.75904000
85.76958000 27.93625000 0.15486083 0.05284157 0.63953000 -0.11467000 0.76017000
85.81875000 27.94875000 0.22273544 0.06867683 0.63630000 -0.11433000 0.76292000
85.80292000 27.98708300 0.08368243 0.03248318 0.63796000 -0.11449000 0.76151000
85.80292000 28.01208300 -0.04751978 0.06441376 0.63892000 -0.11462000 0.76069000
85.83458000 28.01208300 -0.05226907 0.04432476 0.63628000 -0.11432000 0.76294000
85.83458000 27.98708300 0.02720749 0.04592385 0.63598000 -0.11429000 0.76319000
85.88208000 27.99958300 -0.05012436 0.06205101 0.63315000 -0.11402000 0.76558000
85.86625000 27.93625000 0.21644670 0.03959360 0.63252000 -0.11393000 0.76612000
85.86625000 27.96125000 0.11037212 0.02538307 0.63344000 -0.11404000 0.76534000
85.89792000 27.96125000 0.04899971 0.03828864 0.63037000 -0.11367000 0.76793000
85.89792000 27.93625000 0.14559009 0.05662654 0.62982000 -0.11360000 0.76839000
85.80292000 28.03791700 -0.17295837 0.03053699 0.63956000 -0.11470000 0.76014000
85.80292000 28.06291700 -0.26612924 0.02458185 0.64045000 -0.11481000 0.75937000
85.83458000 28.06208300 -0.23697229 0.02975515 0.63825000 -0.11458000 0.76125000
85.83458000 28.03791700 -0.15010043 0.03687905 0.63757000 -0.11450000 0.76184000
85.81875000 28.10041700 -0.35814166 0.03678327 0.63949000 -0.11467000 0.76020000
85.88208000 28.10041700 -0.26775497 0.04586269 0.63518000 -0.11424000 0.76387000
85.88208000 28.05041700 -0.19427115 0.04910636 0.63396000 -0.11408000 0.76490000
85.97708000 28.07625000 -0.14881900 0.03459436 0.62606000 -0.11312000 0.77153000
85.97792000 27.97375000 -0.11105267 0.03619812 0.62354000 -0.11283000 0.77360000
85.80292000 27.73291700 0.44334573 0.04757794 0.63305000 -0.11399000 0.76567000
85.80292000 27.75791700 0.35881964 0.06077147 0.63362000 -0.11406000 0.76519000
85.83458000 27.75791700 0.19911607 0.04219292 0.63093000 -0.11372000 0.76746000
85.83458000 27.73291700 0.26384686 0.06875336 0.63098000 -0.11378000 0.76741000
85.80292000 27.78375000 0.23923869 0.04630621 0.63449000 -0.11417000 0.76445000
85.80292000 27.80875000 0.20563751 0.02492781 0.63465000 -0.11415000 0.76433000
85.83458000 27.80875000 0.12170785 0.04892025 0.63267000 -0.11397000 0.76599000
85.83458000 27.78375000 0.12038184 0.04287411 0.63186000 -0.11387000 0.76667000
85.88208000 27.79625000 0.02493811 0.03615675 0.62790000 -0.11339000 0.76999000
85.86625000 27.73291700 0.17124764 0.06838879 0.62838000 -0.11348000 0.76959000
85.86625000 27.75791700 0.09121262 0.04846195 0.62823000 -0.11341000 0.76972000
85.89792000 27.75791700 -0.02547134 0.04046700 0.62596000 -0.11317000 0.77160000
85.89792000 27.73291700 0.04522768 0.03223914 0.62583000 -0.11319000 0.77170000
85.81875000 27.84708300 0.24094363 0.05251552 0.63448000 -0.11416000 0.76447000
85.81875000 27.89791700 0.30393701 0.02843101 0.63556000 -0.11427000 0.76354000
85.88208000 27.89791700 0.24803697 0.04995822 0.63009000 -0.11362000 0.76816000
85.86625000 27.83458300 0.11787044 0.04300607 0.62971000 -0.11356000 0.76849000
85.86625000 27.85958300 0.19995554 0.03959257 0.63038000 -0.11365000 0.76792000
85.89792000 27.85958300 0.06027185 0.04181696 0.62799000 -0.11338000 0.76992000
85.89792000 27.83458300 -0.00351380 0.02485488 0.62765000 -0.11336000 0.77020000
85.97792000 27.87208300 -0.09110971 0.05985457 0.62218000 -0.11273000 0.77471000
85.97792000 27.77041700 -0.10686624 0.03534252 0.61952000 -0.11241000 0.77689000
85.65875000 27.41458300 0.02433370 0.03707916 0.63982000 -0.11493000 0.75988000
85.56375000 27.54208300 0.19054465 0.03135526 0.64964000 -0.11597000 0.75135000
85.54792000 27.58041700 0.28845233 0.04281453 0.65148000 -0.11618000 0.74972000
85.54792000 27.60541700 0.41015802 0.03521447 0.65192000 -0.11620000 0.74933000
85.57958000 27.60541700 0.43231830 0.04763186 0.64934000 -0.11592000 0.75161000
85.57958000 27.58041700 0.31346701 0.04529823 0.64905000 -0.11591000 0.75186000
85.61125000 27.58041700 0.34245728 0.04029599 0.64655000 -0.11564000 0.75406000
85.61125000 27.60541700 0.46227359 0.04626001 0.64665000 -0.11562000 0.75397000
85.64292000 27.60541700 0.50904755 0.04905023 0.64407000 -0.11532000 0.75623000
85.64292000 27.58041700 0.38034818 0.04242655 0.64380000 -0.11531000 0.75645000
85.62708000 27.54208300 0.23471048 0.03482570 0.64471000 -0.11545000 0.75566000
85.54792000 27.63125000 0.54229273 0.05669967 0.65228000 -0.11622000 0.74901000
85.54792000 27.65625000 0.72130774 0.06823608 0.65270000 -0.11627000 0.74864000
85.57958000 27.65625000 0.76760431 0.05542090 0.64991000 -0.11593000 0.75112000
85.57958000 27.63125000 0.56064319 0.06911122 0.64967000 -0.11594000 0.75132000
85.54792000 27.68208300 0.86755011 0.05064375 0.65334000 -0.11635000 0.74807000
85.54792000 27.70708300 0.99724890 0.04270055 0.65332000 -0.11630000 0.74810000
85.57958000 27.70708300 1.03507764 0.03493454 0.65073000 -0.11599000 0.75040000
85.57958000 27.68208300 0.90322559 0.04921490 0.65049000 -0.11600000 0.75061000
85.62708000 27.69458300 0.99464319 0.06236580 0.64681000 -0.11558000 0.75385000
85.61125000 27.63125000 0.59868915 0.05838289 0.64697000 -0.11563000 0.75369000
85.61125000 27.65625000 0.79463373 0.07987366 0.64737000 -0.11565000 0.75335000
85.64292000 27.65625000 0.83165308 0.06029221 0.64487000 -0.11539000 0.75553000
85.64292000 27.63125000 0.69068359 0.07014928 0.64440000 -0.11534000 0.75594000
85.67542000 27.63125000 0.72486975 0.05593439 0.64211000 -0.11510000 0.75792000
85.67542000 27.65625000 0.89515558 0.02603295 0.64228000 -0.11510000 0.75778000
85.70708000 27.65625000 0.89802020 0.03025996 0.63963000 -0.11479000 0.76006000
85.70708000 27.63125000 0.80140198 0.03959310 0.63920000 -0.11473000 0.76044000
85.69125000 27.69458300 0.94448621 0.02691651 0.64152000 -0.11498000 0.75844000
85.73875000 27.68208300 0.89440131 0.04477623 0.63750000 -0.11452000 0.76190000
85.73875000 27.70708300 0.85313104 0.04281213 0.63816000 -0.11461000 0.76132000
85.77042000 27.70708300 0.68700488 0.06856058 0.63543000 -0.11429000 0.76366000
85.77042000 27.68208300 0.80928742 0.05186013 0.63520000 -0.11427000 0.76385000
85.75458000 27.64375000 0.83319147 0.03741145 0.63619000 -0.11443000 0.76300000
85.67542000 27.52958300 0.21296317 0.03435201 0.64059000 -0.11498000 0.75923000
85.67542000 27.55458300 0.31108524 0.04062189 0.64094000 -0.11499000 0.75893000
85.70708000 27.55458300 0.38310983 0.04809082 0.63853000 -0.11474000 0.76099000
85.70708000 27.52958300 0.25526749 0.03188665 0.63786000 -0.11466000 0.76157000
85.67542000 27.58041700 0.44420889 0.05719801 0.64106000 -0.11498000 0.75883000
85.67542000 27.60541700 0.60390088 0.05851573 0.64151000 -0.11503000 0.75844000
85.70708000 27.60541700 0.70039429 0.04041096 0.63887000 -0.11473000 0.76071000
85.70708000 27.58041700 0.51463306 0.05722744 0.63847000 -0.11470000 0.76105000
85.73875000 27.58041700 0.56924085 0.07135249 0.63579000 -0.11438000 0.76334000
85.73875000 27.60541700 0.71302081 0.03138332 0.63642000 -0.11444000 0.76280000
85.77042000 27.60541700 0.76051776 0.03286216 0.63404000 -0.11419000 0.76482000
85.77042000 27.58041700 0.56992346 0.04096675 0.63372000 -0.11416000 0.76509000
85.73875000 27.52958300 0.27378961 0.03153461 0.63552000 -0.11440000 0.76357000
85.73875000 27.55458300 0.41604147 0.05337864 0.63532000 -0.11433000 0.76374000
85.77042000 27.55458300 0.46725137 0.05547673 0.63287000 -0.11404000 0.76582000
85.77042000 27.52958300 0.32221939 0.04901451 0.63249000 -0.11401000 0.76613000
85.80292000 27.52958300 0.37502539 0.04834956 0.63002000 -0.11373000 0.76820000
85.80292000 27.55458300 0.52977100 0.05138596 0.63051000 -0.11377000 0.76780000
85.83458000 27.55458300 0.55690955 0.04620232 0.62759000 -0.11343000 0.77023000
85.83458000 27.52958300 0.40865710 0.04431878 0.62721000 -0.11340000 0.77055000
85.81875000 27.59291700 0.74777252 0.04955624 0.62985000 -0.11371000 0.76834000
85.88208000 27.59291700 0.67495837 0.04627920 0.62481000 -0.11312000 0.77254000
85.86625000 27.52958300 0.40123377 0.02005597 0.62495000 -0.11316000 0.77242000
85.86625000 27.55458300 0.56905603 0.05010343 0.62509000 -0.11313000 0.77231000
85.89792000 27.55458300 0.53456897 0.02762781 0.62277000 -0.11289000 0.77422000
85.89792000 27.52958300 0.44034216 0.04826249 0.62217000 -0.11282000 0.77471000
85.81875000 27.64375000 0.78986377 0.03207842 0.63108000 -0.11384000 0.76731000
85.80292000 27.68208300 0.72544470 0.06946540 0.63279000 -0.11400000 0.76588000
85.80292000 27.70708300 0.54702039 0.08599371 0.63288000 -0.11400000 0.76581000
85.83458000 27.70708300 0.44401477 0.05112464 0.63053000 -0.11374000 0.76779000
85.83458000 27.68208300 0.62521796 0.07413690 0.63026000 -0.11373000 0.76801000
85.86625000 27.68208300 0.50342279 0.07628189 0.62785000 -0.11346000 0.77002000
85.86625000 27.70708300 0.33365894 0.07963417 0.62781000 -0.11341000 0.77006000
85.89792000 27.70708300 0.21853937 0.04827407 0.62526000 -0.11310000 0.77218000
85.89792000 27.68208300 0.39226099 0.08406974 0.62503000 -0.11310000 0.77236000
85.86625000 27.63125000 0.74252075 0.01880147 0.62657000 -0.11329000 0.77108000
85.86625000 27.65625000 0.66947638 0.04219806 0.62712000 -0.11335000 0.77063000
85.89792000 27.65625000 0.56701501 0.05387798 0.62456000 -0.11306000 0.77275000
85.89792000 27.63125000 0.66609522 0.03716446 0.62381000 -0.11297000 0.77337000
85.93042000 27.63125000 0.58736334 0.03046447 0.62146000 -0.11270000 0.77530000
85.93042000 27.65625000 0.45329486 0.06865128 0.62183000 -0.11274000 0.77500000
85.96208000 27.65625000 0.34670355 0.06075842 0.61923000 -0.11243000 0.77712000
85.96208000 27.63125000 0.48818588 0.04741164 0.61896000 -0.11242000 0.77733000
85.93042000 27.68208300 0.27587503 0.06993195 0.62257000 -0.11283000 0.77438000
85.93042000 27.70708300 0.10042075 0.05916164 0.62288000 -0.11286000 0.77413000
85.96208000 27.70708300 0.02229079 0.04910692 0.62024000 -0.11254000 0.77629000
85.96208000 27.68208300 0.17888861 0.07282125 0.61944000 -0.11243000 0.77695000
86.00958000 27.69458300 -0.02464643 0.04653633 0.61586000 -0.11201000 0.77985000
85.99375000 27.63125000 0.37652014 0.04190478 0.61597000 -0.11201000 0.77977000
85.99375000 27.65541700 0.22206957 0.08120591 0.61644000 -0.11209000 0.77939000
86.02542000 27.65625000 0.11561610 0.06502868 0.61334000 -0.11169000 0.78188000
86.02542000 27.63125000 0.25254300 0.04585767 0.61286000 -0.11162000 0.78227000
85.94625000 27.54208300 0.45456018 0.06120732 0.61865000 -0.11241000 0.77759000
85.94625000 27.59291700 0.58485645 0.04741042 0.61951000 -0.11249000 0.77689000
86.00958000 27.59291700 0.42499564 0.06178304 0.61406000 -0.11182000 0.78130000
86.00958000 27.54208300 0.37115213 0.04219815 0.61337000 -0.11176000 0.78185000
85.85042000 27.36375000 0.01457036 0.01836153 0.62342000 -0.11303000 0.77368000
85.81875000 27.44041700 0.09679162 0.03757067 0.62687000 -0.11338000 0.77083000
85.81875000 27.49125000 0.21029871 0.06299125 0.62800000 -0.11352000 0.76989000
85.86625000 27.47875000 0.17293698 0.03825152 0.62431000 -0.11312000 0.77295000
85.86625000 27.50375000 0.31941974 0.04377953 0.62439000 -0.11309000 0.77289000
85.89792000 27.50375000 0.31857629 0.04110303 0.62183000 -0.11279000 0.77498000
85.89792000 27.47875000 0.19767909 0.04798445 0.62173000 -0.11281000 0.77506000
85.88208000 27.44041700 0.10560641 0.02665777 0.62191000 -0.11282000 0.77492000
85.94625000 27.44041700 0.10079942 0.04748239 0.61659000 -0.11218000 0.77925000
85.94625000 27.49125000 0.25403412 0.06813882 0.61732000 -0.11224000 0.77866000
85.99375000 27.47875000 0.20385919 0.02293627 0.61321000 -0.11174000 0.78198000
85.99375000 27.50375000 0.32061081 0.02220103 0.61345000 -0.11175000 0.78179000
86.02542000 27.50375000 0.28990436 0.02613331 0.61055000 -0.11137000 0.78411000
86.02542000 27.47875000 0.19105228 0.03267070 0.61052000 -0.11141000 0.78413000
86.00958000 27.44041700 0.09290562 0.03819766 0.61060000 -0.11140000 0.78406000
85.97792000 27.36375000 0.02368007 0.01968167 0.61173000 -0.11155000 0.78316000
85.16708000 26.90625000 -0.06414511 0.00888328 0.66953000 -0.11841000 0.73328000
85.41375000 26.86708300 -0.05673432 0.01039888 0.65006000 -0.11633000 0.75092000
85.14875000 27.00791700 -0.08007477 0.01099531 0.67236000 -0.11865000 0.73065000
85.14875000 27.21125000 -0.07511040 0.01420484 0.67533000 -0.11885000 0.72788000
85.40375000 27.21125000 -0.05886737 0.02440474 0.65645000 -0.11687000 0.74527000
85.40375000 27.00791700 -0.07147083 0.01198639 0.65304000 -0.11658000 0.74829000
85.65875000 27.00791700 -0.05274215 0.01417965 0.63258000 -0.11422000 0.76603000
85.65875000 27.21125000 -0.03758066 0.03170100 0.63604000 -0.11455000 0.76311000
85.91375000 27.21125000 -0.03153990 0.02469240 0.61466000 -0.11198000 0.78080000
85.91375000 27.00791700 -0.03268542 0.01423697 0.61091000 -0.11159000 0.78380000
85.66292000 26.83708300 -0.04018634 0.01171936 0.62935000 -0.11392000 0.76873000
85.91375000 26.80458300 -0.01019924 0.01544582 0.60718000 -0.11118000 0.78675000
84.24208000 28.21958300 0.08065339 0.01322062 0.74613000 -0.12380000 0.65419000
84.25125000 28.43375000 0.08864931 0.01878359 0.74967000 -0.12399000 0.65009000
84.38292000 28.43041700 0.08267290 0.01804700 0.74077000 -0.12333000 0.66034000
84.38292000 28.22708300 0.06533572 0.01157448 0.73790000 -0.12328000 0.66355000
84.38292000 28.83708300 0.06252535 0.02961642 0.74695000 -0.12350000 0.65332000
84.38292000 28.63291700 0.09795325 0.02636466 0.74393000 -0.12345000 0.65675000
84.63792000 28.63375000 0.08786758 0.02607452 0.72910000 -0.12254000 0.67335000
84.63708000 28.83875000 0.04876073 0.02464877 0.73194000 -0.12259000 0.67025000
84.89292000 28.83708300 0.03203822 0.02055096 0.71672000 -0.12159000 0.68668000
84.89292000 28.63375000 0.06768043 0.02454791 0.71413000 -0.12154000 0.68938000
84.63792000 28.22708300 0.04692738 0.02003352 0.72331000 -0.12236000 0.67960000
84.63792000 28.43041700 0.11076767 0.03473594 0.72592000 -0.12240000 0.67680000
84.89292000 28.43041700 0.05713776 0.03192672 0.70984000 -0.12120000 0.69385000
84.89292000 28.22708300 -0.04561387 0.06418030 0.70751000 -0.12118000 0.69624000
84.40375000 29.23708300 0.01576444 0.01016374 0.74946000 -0.12321000 0.65048000
84.38292000 29.03958300 0.01845287 0.01124231 0.74878000 -0.12338000 0.65123000
84.47208000 29.61541700 0.03427165 0.01301608 0.74975000 -0.12289000 0.65021000
84.43542000 29.42125000 0.03616290 0.00888013 0.74979000 -0.12307000 0.65013000
84.63792000 29.44625000 0.02986449 0.00970412 0.73892000 -0.12252000 0.66256000
84.63792000 29.64958300 0.01455225 0.02226108 0.74113000 -0.12245000 0.66010000
84.89292000 29.64958300 -0.00344355 0.01415769 0.72598000 -0.12155000 0.67689000
84.89292000 29.44625000 0.01653984 0.00799957 0.72363000 -0.12157000 0.67939000
84.63792000 29.03958300 0.00885363 0.01878615 0.73440000 -0.12260000 0.66755000
84.63792000 29.24291700 0.01030937 0.00853803 0.73636000 -0.12251000 0.66541000
84.89292000 29.24291700 -0.00170025 0.00780301 0.72131000 -0.12157000 0.68186000
84.89292000 29.03958300 -0.00104031 0.01331769 0.71920000 -0.12163000 0.68407000
85.14875000 29.03958300 -0.00695806 0.01009456 0.70269000 -0.12037000 0.70124000
85.14875000 29.24291700 -0.01806249 0.00749276 0.70528000 -0.12042000 0.69863000
85.40375000 29.24291700 -0.02601193 0.00749100 0.68814000 -0.11900000 0.71576000
85.40375000 29.03958300 -0.01358319 0.01108249 0.68552000 -0.11891000 0.71828000
85.14875000 29.44625000 -0.01444022 0.01198903 0.70773000 -0.12046000 0.69614000
85.14875000 29.64958300 -0.02658517 0.01949710 0.71049000 -0.12054000 0.69331000
85.40208000 29.62541700 -0.06277549 0.01540461 0.69374000 -0.11928000 0.71028000
85.40375000 29.44625000 -0.04227734 0.01155747 0.69117000 -0.11917000 0.71280000
85.65875000 29.44625000 -0.06554098 0.01776564 0.67309000 -0.11754000 0.73016000
85.65292000 29.58791700 -0.08311432 0.01268990 0.67575000 -0.11773000 0.72767000
85.89958000 29.55958300 -0.10354303 0.01056658 0.65712000 -0.11594000 0.74481000
85.91375000 29.44625000 -0.09427913 0.01637173 0.65420000 -0.11569000 0.74742000
85.65875000 29.03958300 -0.01708574 0.01170222 0.66707000 -0.11717000 0.73572000
85.65875000 29.24291700 -0.03977802 0.01254018 0.67009000 -0.11736000 0.73294000
85.91375000 29.24291700 -0.05844128 0.01566361 0.65074000 -0.11541000 0.75048000
85.91375000 29.03958300 -0.02040463 0.01690075 0.64758000 -0.11518000 0.75324000
85.03708000 28.13875000 -0.30359796 0.04769515 0.69634000 -0.12026000 0.70757000
85.03708000 28.16375000 -0.25774698 0.02435868 0.69703000 -0.12033000 0.70688000
85.06875000 28.16375000 -0.34356879 0.02976643 0.69501000 -0.12017000 0.70889000
85.06792000 28.13875000 -0.43405475 0.03785328 0.69513000 -0.12022000 0.70876000
85.05292000 28.20208300 -0.20455041 0.03704491 0.69695000 -0.12034000 0.70695000
85.11708000 28.20208300 -0.26713605 0.06110798 0.69242000 -0.11994000 0.71145000
85.11708000 28.15125000 -0.44707959 0.06992815 0.69193000 -0.11994000 0.71194000
85.05292000 28.25291700 -0.11031641 0.04405430 0.69828000 -0.12048000 0.70561000
85.05292000 28.30375000 -0.02321594 0.03867828 0.69934000 -0.12057000 0.70455000
85.11625000 28.30375000 -0.04605653 0.03161624 0.69524000 -0.12023000 0.70865000
85.11708000 28.25291700 -0.14430051 0.04475343 0.69417000 -0.12014000 0.70972000
85.18125000 28.25291700 -0.14226151 0.05124945 0.69028000 -0.11983000 0.71355000
85.18125000 28.30375000 -0.04757266 0.02714934 0.69074000 -0.11982000 0.71310000
85.24458000 28.30375000 -0.07906069 0.02922206 0.68585000 -0.11934000 0.71789000
85.24458000 28.25208300 -0.19127972 0.06243475 0.68525000 -0.11934000 0.71846000
85.18125000 28.15125000 -0.49021091 0.06172639 0.68790000 -0.11960000 0.71589000
85.18042000 28.20208300 -0.29558984 0.06791557 0.68913000 -0.11972000 0.71468000
85.24458000 28.20208300 -0.36152319 0.06902394 0.68455000 -0.11930000 0.71913000
85.24458000 28.15125000 -0.53639520 0.06295920 0.68337000 -0.11918000 0.72028000
85.14875000 28.43041700 0.04721091 0.03619035 0.69454000 -0.12008000 0.70936000
85.40375000 28.42958300 -0.00590906 0.03706982 0.67685000 -0.11846000 0.72653000
85.30875000 28.15125000 -0.55233960 0.04288127 0.67812000 -0.11863000 0.72531000
85.30875000 28.20208300 -0.38511740 0.06015941 0.67932000 -0.11875000 0.72417000
85.37208000 28.20208300 -0.38628131 0.05992008 0.67450000 -0.11826000 0.72874000
85.35625000 28.13875000 -0.64515735 0.03433413 0.67482000 -0.11833000 0.72843000
85.35542000 28.16458300 -0.53950940 0.02411600 0.67510000 -0.11833000 0.72818000
85.38792000 28.16375000 -0.51858063 0.02804800 0.67301000 -0.11815000 0.73014000
85.38792000 28.13875000 -0.67490790 0.03672327 0.67288000 -0.11817000 0.73025000
85.30875000 28.25291700 -0.22472893 0.05183151 0.68046000 -0.11886000 0.72308000
85.30875000 28.30375000 -0.10968472 0.02245927 0.68070000 -0.11881000 0.72286000
85.37208000 28.30375000 -0.10541035 0.03997145 0.67659000 -0.11845000 0.72677000
85.37208000 28.25291700 -0.23504738 0.06736079 0.67508000 -0.11828000 0.72821000
85.46875000 28.27708300 -0.15705341 0.06858646 0.66982000 -0.11785000 0.73311000
85.42042000 28.13875000 -0.64892950 0.03969508 0.67086000 -0.11799000 0.73213000
85.42042000 28.16375000 -0.52112390 0.03371524 0.67080000 -0.11794000 0.73220000
85.45208000 28.16375000 -0.52420422 0.03717595 0.66882000 -0.11778000 0.73404000
85.45208000 28.13875000 -0.61683142 0.03916689 0.66880000 -0.11781000 0.73405000
85.43625000 28.20208300 -0.37223523 0.06377778 0.67097000 -0.11799000 0.73204000
85.49958000 28.20208300 -0.33518930 0.06938776 0.66617000 -0.11749000 0.73649000
85.49958000 28.15125000 -0.53957385 0.05733682 0.66603000 -0.11755000 0.73660000
85.14875000 28.63375000 0.04879459 0.02171334 0.69764000 -0.12023000 0.70629000
85.14875000 28.83625000 0.01556176 0.02383116 0.70010000 -0.12030000 0.70383000
85.40375000 28.83708300 0.00131289 0.02098428 0.68287000 -0.11881000 0.72082000
85.40375000 28.63375000 0.02713168 0.01697480 0.68040000 -0.11873000 0.72316000
85.65875000 28.63375000 0.00974146 0.02496852 0.66110000 -0.11680000 0.74115000
85.65875000 28.83708300 0.00450011 0.02934393 0.66397000 -0.11696000 0.73855000
85.91375000 28.83708300 0.02292341 0.01616544 0.64459000 -0.11496000 0.75584000
85.91375000 28.63375000 0.01678192 0.01192825 0.64114000 -0.11465000 0.75881000
85.56375000 28.15125000 -0.51519983 0.04529697 0.66106000 -0.11705000 0.74115000
85.56375000 28.20208300 -0.35912036 0.04780080 0.66126000 -0.11700000 0.74098000
85.62708000 28.20208300 -0.37894861 0.04048452 0.65658000 -0.11651000 0.74520000
85.62708000 28.15041700 -0.48672751 0.02986802 0.65633000 -0.11655000 0.74541000
85.56375000 28.25291700 -0.25750705 0.04844268 0.66304000 -0.11722000 0.73935000
85.56375000 28.30458300 -0.13404450 0.04209165 0.66287000 -0.11711000 0.73952000
85.62708000 28.30291700 -0.18220999 0.04178917 0.65880000 -0.11674000 0.74321000
85.62625000 28.25291700 -0.27680994 0.04724562 0.65811000 -0.11669000 0.74382000
85.72292000 28.27875000 -0.23182260 0.06552708 0.65067000 -0.11586000 0.75046000
85.69125000 28.15125000 -0.47174884 0.03197960 0.65138000 -0.11602000 0.74983000
85.69125000 28.20208300 -0.38963767 0.03412037 0.65194000 -0.11604000 0.74934000
85.75458000 28.20125000 -0.34964340 0.04304153 0.64743000 -0.11559000 0.75331000
85.75458000 28.15041700 -0.31559885 0.05814327 0.64627000 -0.11546000 0.75433000
85.65875000 28.43041700 -0.05538837 0.05095274 0.65896000 -0.11674000 0.74306000
85.91458000 28.43041700 -0.04113496 0.04141906 0.63786000 -0.11440000 0.76161000
85.85042000 28.17708300 -0.26464542 0.04738065 0.63945000 -0.11471000 0.76023000
85.85125000 28.27791700 -0.17987164 0.04708278 0.64065000 -0.11479000 0.75921000
85.97792000 28.27791700 -0.09336842 0.02992751 0.63047000 -0.11364000 0.76785000
85.97792000 28.17625000 -0.14467752 0.04445065 0.62802000 -0.11334000 0.76990000
86.16958000 28.22708300 -0.03168562 0.03561775 0.61323000 -0.11160000 0.78198000
